name,☺,✋,✌,✨,❤,🎵,🎶,👀,👊,👌,👍,👏,💀,💁,💓,💔,💕,💖,💙,💛,💜,💪,💯,🔫,😁,😂,😄,😅,😈,😉,😊,😋,😌,😍,😎,😏,😐,😑,😒,😓,😔,😕,😖,😘,😜,😞,😠,😡,😢,😣,😤,😩,😪,😫,😬,😭,😳,😴,😷,🙅,🙈,🙊,🙌,🙏
King's Bounty: Warriors of the North,0,0,1,0,2,0,0,0,2,1,2,2,0,0,1,1,0,0,2,2,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,2,1,0,1,1,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2
King's Bounty: Warriors of the North - Complete Edition,2,0,1,1,3,0,0,0,2,0,7,1,0,1,3,5,1,1,2,3,2,1,0,0,0,0,4,1,3,5,3,0,1,0,1,0,7,5,5,5,3,7,6,0,7,7,8,7,8,8,6,0,2,0,7,0,2,0,0,0,1,0,0,5
King's Quest 1+2+3,10,0,10,7,11,1,1,6,9,6,21,15,0,1,10,8,1,3,10,11,7,6,2,1,7,1,19,4,12,18,13,4,3,2,11,2,11,10,3,6,2,16,3,0,13,11,13,12,14,8,8,0,0,0,18,0,1,0,0,0,0,1,3,14
King's Quest 4+5+6,16,1,22,11,21,3,8,4,16,10,31,23,0,0,18,13,4,5,22,21,16,8,5,1,13,0,26,5,14,25,21,2,3,4,18,2,15,10,5,6,5,21,8,1,21,11,20,19,22,9,13,0,2,2,17,2,4,0,0,1,3,1,11,19
King's Quest 7+8,13,2,11,9,23,1,5,3,27,7,48,30,1,0,23,35,2,5,18,25,13,5,4,13,9,1,28,9,20,24,15,1,1,4,16,1,42,30,22,31,25,48,32,1,23,41,47,47,44,35,36,3,15,6,44,5,16,2,6,5,5,0,8,29
Kingdom Come: Deliverance,31,5,54,20,48,15,23,5,106,22,134,88,3,2,78,77,7,9,41,72,30,41,16,33,20,7,74,24,99,76,43,3,7,8,45,5,102,80,41,74,32,103,72,0,68,82,119,121,107,80,99,0,17,5,106,2,20,0,9,8,8,4,18,92
Kingdom Come: Deliverance - Treasures of the Past,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kingdom Come: Deliverance OST,2,0,1,1,2,0,0,1,1,1,2,2,0,0,2,0,0,0,2,2,2,1,0,0,2,0,2,1,1,2,2,1,0,0,1,1,1,0,0,1,2,2,1,0,0,2,1,1,2,2,0,1,1,1,2,1,1,0,0,0,0,0,1,2
Kingdom Come: Deliverance – From the Ashes,1,0,3,1,1,1,1,1,3,2,5,2,0,0,2,3,0,0,2,1,1,2,1,0,1,0,2,1,4,4,1,0,0,0,2,0,5,4,3,3,3,5,4,0,3,4,6,6,4,4,4,0,2,1,4,0,1,0,0,0,0,0,1,5
Kingdom Come: Deliverance – The Amorous Adventures of Bold Sir Hans Capon,2,1,3,1,2,1,2,2,3,1,8,2,0,0,4,2,1,1,2,3,2,2,0,2,4,0,5,3,5,7,4,0,1,0,5,1,6,4,3,4,2,8,5,1,7,7,8,8,6,6,4,0,2,0,7,1,4,0,0,1,1,0,0,3
Kingdom Rush,4,0,11,0,4,0,1,4,20,4,25,16,0,0,5,6,0,0,6,5,1,12,9,3,4,1,21,7,20,21,10,0,2,0,10,1,22,17,9,10,2,22,11,0,21,16,22,23,13,12,18,0,0,0,24,0,7,1,0,0,3,0,4,10
Kingdom Rush Origins,1,3,2,0,2,1,1,2,4,2,6,6,1,1,5,1,0,0,1,4,0,2,1,2,1,1,3,4,4,3,3,0,1,0,2,1,8,7,3,4,1,6,2,0,4,3,8,8,3,3,6,2,2,2,4,1,2,1,1,2,0,0,1,5
Kingdom Rush: Frontiers,2,0,5,2,2,0,0,2,2,2,6,5,2,0,2,1,0,1,3,2,1,3,1,1,2,1,6,2,4,6,3,0,0,0,4,0,4,4,0,1,1,4,0,0,5,2,3,3,3,1,2,0,0,0,5,0,1,1,0,0,0,0,2,5
Kingdom: New Lands,2,0,3,3,5,1,2,2,6,1,11,7,2,0,5,8,0,2,5,5,5,2,0,2,3,0,6,3,6,7,2,0,0,0,5,0,8,8,5,9,7,10,9,0,6,9,10,10,10,8,9,1,6,2,8,0,3,0,0,1,1,0,1,8
Kingdom: The Far Reaches,3,0,2,1,4,0,1,2,4,2,7,4,1,0,4,6,0,0,3,5,2,2,0,3,3,0,3,3,5,5,3,0,0,0,2,1,6,4,3,5,3,9,6,0,3,7,6,6,7,6,6,1,2,2,6,1,2,0,0,1,2,0,0,5
Kingdoms and Castles,12,1,14,5,11,2,3,5,20,10,34,20,0,2,13,10,0,1,12,14,9,11,2,5,12,1,25,10,17,22,14,2,3,0,13,1,26,22,15,18,11,27,20,1,24,26,31,32,23,22,23,2,7,4,32,3,8,2,1,1,1,0,3,19
Kingpin: Life of Crime,11,3,30,3,9,4,7,10,47,16,57,37,3,3,17,24,0,1,16,14,7,20,23,31,14,4,39,17,37,39,19,1,3,1,28,2,52,41,21,27,17,54,32,0,38,36,55,55,39,33,43,1,12,6,56,2,22,2,3,3,2,0,9,22
Kingsway,3,0,2,1,3,1,3,1,7,2,8,5,1,0,4,6,0,0,3,4,2,3,0,2,2,0,6,0,5,7,3,0,0,0,2,0,8,7,3,7,3,7,7,1,4,7,8,8,7,7,7,0,2,1,9,0,1,0,0,1,0,0,1,8
Knights and Merchants: The Peasants Rebellion,14,4,20,5,16,3,6,5,39,9,49,23,0,2,20,21,0,4,16,19,8,17,10,10,21,1,27,15,36,33,23,3,3,3,20,2,40,34,18,28,20,44,29,0,28,35,48,46,34,32,32,3,11,6,42,1,9,2,1,5,3,2,7,33
Knights of Pen and Paper +1 Deluxier Edition,0,0,0,0,1,0,0,1,2,0,3,1,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,1,2,2,1,0,0,0,1,0,3,3,2,2,1,3,2,0,2,2,3,3,2,3,3,0,1,0,2,0,1,0,0,0,0,0,0,1
Knights of Pen and Paper +1 Deluxier Edition Upgrade,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Knights of Pen and Paper +1 Edition,1,0,2,0,3,1,1,0,2,2,3,2,0,0,2,1,0,0,1,3,1,2,1,0,1,0,1,0,1,2,1,0,0,0,2,0,1,1,0,2,1,1,1,0,2,1,2,2,1,1,2,0,0,0,2,0,0,0,0,0,0,0,2,2
Knights of the Sky,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Knock-Knock,2,1,4,3,3,2,2,4,5,2,16,4,1,1,6,10,2,1,4,6,3,3,1,5,2,0,9,7,12,11,5,2,2,1,2,1,19,17,11,11,10,20,17,0,9,17,19,19,12,16,16,1,6,3,19,1,13,2,0,1,6,0,1,9
Kona,4,0,6,0,4,1,3,2,11,2,21,7,1,0,11,14,0,1,2,10,3,3,2,2,5,1,15,6,9,14,8,0,0,1,4,2,19,13,6,16,8,18,13,0,10,16,19,19,20,14,14,0,3,0,19,0,5,1,1,0,0,0,1,10
Kona - Soundtrack,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Konung 1 + 2,4,0,5,3,2,0,0,1,4,2,8,6,1,0,2,2,1,1,2,2,2,3,3,2,3,0,6,5,5,5,4,2,2,1,5,1,5,5,3,3,3,6,2,1,4,5,6,6,4,2,5,0,2,2,8,0,3,1,0,2,1,0,1,5
Krush Kill 'N Destroy Xtreme,13,2,14,3,17,4,6,1,17,11,33,22,0,0,16,13,3,3,17,20,11,12,5,11,10,5,23,10,17,20,16,3,3,2,15,4,18,14,10,17,9,23,14,1,20,22,24,26,25,15,16,2,5,6,26,5,6,0,0,2,3,2,9,18
Krush Kill ‘N Destroy 2: Krossfire,11,0,12,6,10,4,8,2,17,14,26,21,1,2,12,10,1,3,11,12,7,15,7,7,13,4,21,8,11,16,13,3,4,5,11,3,18,16,11,19,10,19,15,4,18,16,18,17,18,17,15,4,8,7,20,4,5,1,3,2,4,1,8,11
Kyn,2,2,2,1,0,1,1,0,6,1,9,4,0,1,0,6,0,0,0,1,0,1,1,3,2,0,5,2,5,6,3,0,1,0,3,0,10,10,8,8,7,10,9,0,8,10,9,9,8,9,9,1,2,1,8,0,4,1,1,2,0,1,1,5
Kyn - Deluxe Edition,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
LEGO Batman: The Videogame,2,1,6,1,3,1,2,2,7,4,7,5,0,0,2,2,0,0,1,2,0,3,3,2,3,1,5,2,6,5,3,0,0,0,4,1,4,4,2,2,1,4,1,0,5,2,5,5,3,2,4,0,0,0,5,0,0,0,0,0,0,0,2,3
LEGO Harry Potter: Years 1-4,2,1,3,1,2,0,0,0,5,2,7,3,0,0,4,2,0,0,1,4,2,0,2,0,3,0,6,1,5,7,4,0,0,1,3,2,6,6,5,4,1,6,4,1,6,5,7,7,4,4,6,0,2,0,8,0,2,0,0,0,0,0,1,2
LEGO Harry Potter: Years 5-7,1,1,3,1,1,0,0,1,2,2,3,2,0,0,1,0,0,0,1,1,0,0,0,1,1,0,3,1,2,2,2,0,0,0,2,0,2,2,2,0,1,2,1,0,1,1,3,3,0,1,2,0,0,0,1,0,1,1,1,1,0,0,0,0
LEGO® Batman 2 DC Super Heroes™,2,0,4,1,1,2,1,0,5,4,6,6,0,1,2,1,0,0,2,2,1,4,2,1,3,0,5,2,5,5,3,0,1,0,5,3,4,2,1,2,0,2,2,0,5,2,4,4,2,2,2,0,0,0,2,0,0,0,0,0,0,0,2,2
LEGO® Indiana Jones™: The Original Adventures,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGO® Pirates of the Caribbean: The Video Game,0,0,2,0,0,0,0,1,2,1,2,2,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,2,2,1,1,0,1,0,2,1,1,1,0,0,0,1,0,0,1,0,1,2,1,0,1,0,0,0,2,0,0,1,0,0,0,0,1,1
LEGO® Star Wars™ - The Complete Saga,1,0,1,1,3,0,0,0,4,2,7,4,0,1,3,3,1,0,3,4,3,2,1,0,2,0,5,1,5,5,2,1,2,1,4,1,5,4,2,3,1,5,3,0,5,4,5,5,5,4,5,0,0,0,5,0,0,0,0,0,0,0,1,5
LEGO® Star Wars™ III - The Clone Wars™,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,2,2,1,1,2,0,0,2,2,2,1,2,2,0,1,1,2,0,0,0,1,1,0,0,0,1
LEGRAND LEGACY: Tale of the Fatebounds,4,0,3,0,3,0,1,3,3,2,6,4,0,0,4,3,0,0,2,4,1,3,0,0,2,0,6,2,3,5,4,0,0,0,3,0,4,3,2,3,2,6,4,0,6,4,5,5,4,3,3,0,1,0,6,0,1,0,0,0,1,0,2,4
LIMBO,26,3,33,16,34,12,15,4,34,21,53,34,0,0,38,26,5,8,25,37,22,23,11,14,12,1,37,11,30,36,26,4,4,10,29,4,28,19,7,19,9,30,16,2,31,25,39,36,31,20,20,0,7,4,31,5,8,1,1,1,3,2,15,32
LOOM™,10,1,15,11,18,4,7,5,10,5,34,18,0,0,18,16,2,5,16,20,11,2,2,1,6,1,26,6,7,27,21,0,0,1,14,1,25,20,9,14,12,29,14,0,23,25,29,32,28,19,19,1,4,2,24,0,5,1,0,0,2,0,3,19
La-Mulana,2,0,6,0,11,0,1,1,17,1,19,11,0,0,11,13,0,0,7,11,3,4,2,1,3,0,9,1,16,13,5,0,0,0,3,0,17,12,5,8,6,19,11,0,13,16,19,19,16,13,17,0,2,1,14,0,4,0,0,0,1,0,1,15
La-Mulana 2,0,1,3,0,0,0,0,0,7,0,7,4,0,0,3,5,0,1,0,1,0,0,0,1,0,0,1,0,7,5,0,0,0,0,0,0,7,6,3,5,2,7,6,0,2,7,7,7,6,7,7,0,1,0,7,0,0,0,0,1,0,0,0,6
"Labyrinth of Time, The",1,1,2,1,3,0,1,2,3,0,8,4,0,0,3,5,0,0,2,3,1,1,0,0,1,0,5,3,4,6,3,0,0,0,1,0,8,7,5,5,4,9,7,0,5,7,7,7,8,7,7,0,3,0,9,0,3,1,0,1,1,0,0,5
Lake Ridden,2,0,2,1,1,0,1,1,3,1,4,1,0,0,1,2,0,0,1,1,1,0,1,0,1,0,3,1,2,2,2,0,0,0,2,0,3,3,2,2,2,3,2,0,1,2,3,3,2,2,3,0,1,0,3,0,2,0,0,0,0,0,1,3
Lamplight City,4,0,10,2,7,0,1,7,16,5,19,14,1,0,9,7,0,1,7,9,3,4,5,1,2,1,14,2,14,13,12,0,0,0,8,1,14,10,4,6,4,15,6,0,12,9,15,17,11,8,13,0,1,0,15,0,3,0,0,0,1,0,4,13
Lands of Lore 3,4,0,6,0,6,0,1,1,7,4,14,7,0,0,8,8,0,0,6,9,3,2,1,1,4,1,7,2,8,6,6,0,1,0,4,0,10,8,5,7,4,13,7,0,7,10,11,12,10,7,9,0,3,1,11,0,3,0,3,0,1,0,4,7
Lands of Lore™ 1+2,23,0,21,13,29,6,11,3,23,15,42,33,0,1,27,11,2,6,23,29,19,12,5,1,18,2,38,11,19,34,29,3,6,7,25,3,17,10,4,8,5,23,10,1,35,12,21,25,19,10,12,0,3,0,25,0,3,0,0,0,3,2,16,26
Last Day of June,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"Last Express, The",16,1,12,6,28,4,6,5,24,14,50,38,0,1,22,23,1,4,28,32,21,9,5,6,12,1,36,10,18,36,26,0,2,1,15,0,37,26,14,27,18,42,23,1,30,36,37,42,41,26,26,0,9,2,39,1,12,2,0,1,4,0,16,35
"Last Tinker™: City of Colors, The",2,0,4,1,4,0,0,1,2,0,7,4,0,0,5,2,0,1,2,4,2,1,0,0,0,0,5,0,5,7,3,0,0,0,1,0,6,5,2,2,2,6,1,0,5,5,6,6,6,5,5,0,1,0,6,0,0,1,0,1,0,0,1,5
Late Shift,3,1,3,1,4,0,0,2,3,3,9,5,1,0,5,3,0,0,5,4,1,0,1,1,1,1,7,2,3,7,6,0,0,0,5,1,10,5,3,6,2,10,6,0,7,7,9,9,7,6,5,0,1,1,9,0,2,0,0,1,1,0,0,5
Layers of Fear,2,0,6,1,11,0,4,3,9,4,28,13,1,0,13,21,1,2,10,12,6,4,1,5,3,3,7,6,25,10,3,1,2,1,5,1,27,22,10,27,18,25,26,0,10,24,27,27,25,25,24,0,8,4,23,1,12,0,1,1,6,2,1,20
Layers of Fear: Inheritance,1,0,1,0,1,0,0,0,2,0,2,0,0,0,2,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,2,1,1,1,0,1,1,2,2,2,2,1,0,1,0,0,0,0,0,0,0,1,1,0,1
Legacy of Kain: Blood Omen 2,1,1,6,0,8,1,1,3,15,4,19,12,1,2,9,13,0,2,7,8,4,6,3,8,3,0,9,4,16,8,5,0,2,0,8,1,19,16,8,11,9,18,13,0,7,15,20,20,16,12,15,1,5,2,17,2,7,1,1,1,0,0,2,12
Legacy of Kain: Defiance,1,1,10,4,6,3,4,3,12,5,21,11,1,0,10,16,1,2,6,9,3,7,2,2,3,2,12,4,12,7,5,0,0,1,5,1,19,12,9,15,13,18,12,0,6,16,18,19,19,15,15,1,8,4,18,2,4,0,2,0,2,0,5,16
Legacy of Kain: Soul Reaver,27,3,47,17,51,17,22,9,65,38,92,66,1,2,50,47,3,11,49,57,33,29,23,10,21,3,67,20,52,53,51,2,8,7,49,4,59,43,25,39,31,64,39,1,38,48,69,70,58,42,50,3,23,9,65,4,21,2,3,2,6,0,34,66
Legacy of Kain: Soul Reaver 2,4,1,11,2,12,1,1,5,22,8,24,19,0,0,9,14,0,1,11,13,9,6,7,4,3,1,14,1,15,15,10,1,1,0,8,2,17,15,9,14,6,19,12,0,8,16,20,20,17,15,17,1,4,3,19,1,6,1,1,1,0,0,8,15
Legend of Grimrock,115,6,128,60,138,15,49,43,179,101,266,188,10,7,136,79,14,24,132,150,81,106,52,38,96,11,210,60,176,207,164,13,21,23,155,13,155,93,38,80,44,184,100,4,183,121,174,178,143,111,118,1,21,7,222,8,54,8,11,6,12,11,77,150
Legend of Grimrock 2,9,1,18,6,19,2,3,6,27,13,32,24,0,0,18,10,0,1,13,20,12,13,9,2,8,1,24,3,24,26,20,2,1,3,19,3,16,10,4,9,5,27,8,0,20,12,26,24,17,9,17,0,4,1,23,0,2,0,2,0,1,0,13,18
Legend of Kay: Anniversary,1,1,3,0,1,0,1,1,6,0,7,3,0,1,5,3,0,0,0,2,0,1,0,1,1,2,5,2,6,4,1,0,0,0,1,0,6,6,2,3,2,5,5,0,3,5,7,7,4,6,5,0,1,0,7,0,2,0,1,1,1,0,0,2
Legends of Eisenwald,7,0,12,3,11,1,2,3,17,4,24,13,0,0,16,12,1,2,8,12,7,10,2,0,2,0,15,2,16,16,11,1,1,1,11,0,16,14,10,12,7,18,12,0,15,14,21,21,16,15,14,1,5,2,18,0,1,2,0,0,0,1,4,18
Legends of Eisenwald: Knight's Pack,1,0,1,1,1,2,2,0,1,1,2,2,0,0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Legends of Eisenwald: Road to Iron Forest,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Leisure Suit Larry,23,3,23,11,22,2,5,6,23,14,35,25,0,2,24,10,6,8,21,23,12,12,4,4,21,5,34,8,13,27,24,1,4,5,23,5,18,10,6,7,3,19,9,4,23,13,20,21,13,12,13,2,3,4,26,3,11,2,1,2,7,5,15,20
Leisure Suit Larry: Love for Sail!,14,2,20,10,17,5,10,7,17,15,28,24,0,1,19,5,4,8,18,20,14,8,6,3,13,5,28,9,14,24,19,4,1,5,19,4,13,7,2,7,4,15,9,1,28,7,16,17,14,6,8,1,2,2,20,4,6,2,0,1,4,3,10,11
Leisure Suit Larry: Magna Cum Laude: Uncut and Uncensored!,15,7,26,8,14,2,7,9,31,15,55,28,4,6,18,19,2,3,15,17,6,5,6,9,18,5,43,16,30,38,19,3,5,2,18,7,48,41,33,26,17,48,33,1,45,38,47,48,33,36,40,1,10,2,55,2,18,2,10,6,14,2,4,9
Leisure Suit Larry: Reloaded,8,3,12,3,9,1,4,4,11,5,24,13,1,0,12,12,1,2,7,12,4,4,2,7,5,2,21,7,13,18,12,0,1,1,13,2,18,14,10,12,11,22,11,0,20,16,22,23,19,12,13,1,8,1,25,2,6,1,0,1,1,1,2,12
Lethis - Path of Progress,2,0,3,1,5,0,0,2,3,2,9,5,0,0,7,6,2,2,3,6,4,2,1,1,0,0,3,2,7,3,4,0,1,0,4,0,6,4,3,5,5,9,5,0,4,7,10,9,10,6,5,0,3,0,8,0,0,0,0,0,1,0,0,10
Level22 Gary’s Misadventures,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Lichdom: Battlemage,2,0,13,3,6,1,4,2,26,4,31,23,1,0,16,16,2,1,5,11,2,8,5,9,4,1,19,8,26,22,4,0,0,2,12,1,27,22,8,13,3,26,13,0,19,21,27,27,22,19,25,1,1,0,24,2,3,0,1,0,1,0,3,22
Lifeless Planet Premier Edition,8,0,9,6,12,2,5,4,17,7,28,14,0,1,15,12,1,2,11,12,10,8,3,2,9,0,19,6,9,22,15,1,1,2,9,2,18,12,7,12,5,24,12,0,17,16,21,21,21,16,15,0,4,0,24,0,7,1,1,0,4,1,5,12
Lighthouse: The Dark Being,4,0,3,2,6,0,0,0,4,3,8,5,0,0,3,3,0,2,6,6,5,2,1,1,2,0,6,1,3,6,5,0,1,0,3,0,3,3,2,3,2,5,3,0,4,5,5,5,5,3,4,0,1,0,5,0,1,0,0,0,1,0,3,6
Lilly Looking Through,7,1,4,3,8,1,2,2,8,3,25,8,0,0,13,14,2,3,6,10,5,1,0,3,2,1,15,4,12,18,11,0,2,0,5,0,21,19,9,20,10,21,18,0,16,21,21,21,22,21,18,0,6,0,19,0,6,0,0,0,0,0,1,11
Lionheart: Legacy of the Crusader,6,1,21,3,17,1,3,5,27,8,41,23,1,1,21,32,1,2,14,20,11,8,6,11,8,4,21,7,28,23,13,0,1,0,8,1,36,28,10,26,19,40,26,0,18,35,42,40,37,29,31,2,12,3,34,1,9,2,2,1,4,0,3,32
Litil Divil,1,0,2,0,3,0,1,0,6,0,12,3,0,0,5,11,0,0,3,7,3,0,0,1,1,0,3,2,5,5,1,0,0,0,1,0,12,10,7,10,9,13,12,0,4,11,13,13,11,13,12,1,5,2,12,1,5,0,0,0,0,0,0,8
Little Big Adventure (Relentless: Twinsen's Adventure),48,3,47,34,64,17,30,6,63,36,91,66,0,4,52,47,16,18,64,65,52,32,16,17,43,1,69,17,40,52,58,2,10,15,41,6,40,32,20,34,28,54,35,2,49,45,52,52,58,40,40,5,20,11,59,8,13,1,1,2,5,3,43,66
Little Big Adventure 2 (Twinsen's Odyssey),57,3,47,37,74,16,31,7,53,52,95,81,0,5,56,32,19,29,84,78,65,36,20,10,47,4,85,23,33,56,72,4,19,25,58,7,29,17,7,24,21,47,21,5,51,32,35,42,45,23,15,5,19,9,54,11,13,2,0,2,5,0,49,57
Little Inferno,5,0,3,0,6,1,2,0,4,5,8,4,0,0,5,3,1,0,5,7,5,3,2,1,4,0,8,1,3,6,7,1,1,2,4,1,5,3,1,3,2,6,3,0,7,4,5,5,4,3,2,1,1,1,7,1,0,0,0,0,0,1,3,4
Little Nightmares,20,6,24,18,26,6,7,10,32,15,57,33,7,1,37,37,2,9,23,33,17,17,6,16,16,1,38,10,47,39,27,1,4,4,20,4,41,31,20,38,21,44,45,0,32,36,49,49,48,41,38,3,11,5,46,5,15,0,3,5,5,1,5,33
Little Nightmares - The Depths DLC,0,0,1,0,0,0,0,1,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,3,1,1,0,0,0,0,0,3,3,2,2,1,3,3,0,1,2,3,2,1,3,2,0,2,0,3,0,2,0,1,1,1,0,0,1
Little Nightmares - The Hideaway DLC,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Little Nightmares - The Residence DLC,1,0,1,1,0,1,1,0,1,1,2,1,0,0,2,0,0,0,0,2,0,2,0,0,1,0,2,2,1,2,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Little Nightmares Original Soundtrack,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Little Nightmares: Secrets of the Maw Expansion Pass,0,0,1,0,0,0,0,1,1,0,2,2,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,2,2,0,0,0,0,0,0,2,2,0,1,0,2,1,0,1,1,2,2,1,1,2,0,0,0,2,0,1,0,0,0,0,0,0,2
Lock's Quest,1,0,2,0,1,0,0,0,2,1,3,1,0,0,2,2,0,0,0,2,0,2,0,0,1,1,1,2,2,3,1,0,1,0,1,1,3,3,3,3,1,3,2,0,4,3,3,3,3,3,3,0,1,0,2,0,0,0,0,0,0,0,1,3
"Locomotion, Chris Sawyer's",6,0,8,1,5,2,3,3,16,4,28,16,0,1,5,16,0,1,12,8,3,7,2,6,9,1,19,7,14,18,11,1,2,1,8,4,23,23,12,15,8,23,18,0,17,20,26,25,21,18,21,0,5,2,24,2,7,0,1,1,2,1,3,14
Lone Survivor: The Director's Cut,1,0,2,1,4,1,1,1,5,1,12,3,0,0,3,7,0,1,3,5,3,1,1,5,0,0,4,1,9,4,2,0,0,1,2,0,10,7,6,9,6,11,11,0,3,10,11,11,11,11,8,0,7,1,9,0,5,1,0,0,0,0,1,7
Long Live the Queen,17,0,23,15,22,0,3,4,19,7,44,25,1,4,30,24,5,15,14,28,20,8,8,6,10,0,26,6,36,38,19,5,4,4,7,3,29,20,5,13,8,36,14,2,28,31,30,32,31,20,25,1,2,1,32,1,5,0,0,2,1,0,2,29
Lords of Magic: Special Edition,6,1,14,9,19,1,3,8,23,13,39,26,0,0,21,17,2,4,20,22,10,14,6,6,11,1,26,13,22,21,16,1,4,5,15,3,25,19,9,18,12,29,14,0,23,22,27,27,26,19,22,2,6,4,28,4,9,2,1,2,7,2,13,26
"Lords of Midnight, The",5,1,4,5,7,0,2,1,8,2,10,7,0,0,6,5,1,5,10,8,7,4,0,1,4,0,9,4,2,6,7,0,1,1,5,2,6,5,3,7,6,9,2,0,4,10,7,8,9,6,3,0,4,1,9,0,4,0,0,1,1,0,5,10
Lords of Xulima,1,0,5,2,5,0,1,4,12,3,19,11,1,0,9,11,0,0,3,8,2,7,5,1,2,0,9,1,14,10,5,0,0,1,4,0,16,14,7,10,4,17,10,0,10,13,17,17,14,12,14,0,4,1,18,1,3,0,1,0,0,0,4,17
Lords of Xulima - Deluxe Edition,2,0,5,1,2,0,1,3,7,2,11,5,0,0,6,5,0,2,2,4,1,3,2,3,2,0,6,2,7,6,4,0,0,0,5,0,8,7,3,6,3,8,6,0,9,6,9,10,8,5,8,0,1,0,10,0,2,0,2,0,0,0,2,8
Lords of Xulima Deluxe Edition Upgrade,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Lords of the Realm 3,2,0,5,0,3,0,0,2,15,2,18,12,0,0,3,10,0,0,8,5,2,3,3,5,3,0,10,4,8,10,3,1,0,0,5,0,19,17,11,14,12,20,11,0,10,19,20,20,19,14,16,2,9,3,19,1,6,0,1,1,0,0,2,12
